# ground truth trajectory
# file: 'rgbd_dataset_freiburg3_long_office_household.bag'
# timestamp tx ty tz qx qy qz qw
1341847994.6499 1.7643 0.1293 1.5960 0.5884 0.6070 -0.3857 -0.3694
1341847994.6599 1.7659 0.1257 1.5962 0.5897 0.6066 -0.3844 -0.3695
1341847994.6700 1.7670 0.1220 1.5959 0.5906 0.6076 -0.3822 -0.3687
1341847994.6799 1.7675 0.1182 1.5956 0.5894 0.6057 -0.3857 -0.3700
1341847994.6899 1.7681 0.1147 1.5955 0.5900 0.6065 -0.3846 -0.3691
1341847994.7000 1.7692 0.1112 1.5953 0.5905 0.6063 -0.3838 -0.3693
1341847994.7099 1.7704 0.1076 1.5949 0.5914 0.6065 -0.3826 -0.3690
1341847994.7199 1.7714 0.1040 1.5949 0.5919 0.6053 -0.3827 -0.3699
1341847994.7303 1.7725 0.1003 1.5947 0.5927 0.6049 -0.3820 -0.3700
1341847994.7423 1.7736 0.0969 1.5946 0.5926 0.6044 -0.3819 -0.3709
1341847994.7499 1.7747 0.0937 1.5944 0.5928 0.6035 -0.3819 -0.3723
1341847994.7600 1.7756 0.0899 1.5944 0.5932 0.6023 -0.3823 -0.3730
1341847994.7699 1.7767 0.0866 1.5943 0.5933 0.6018 -0.3816 -0.3744
1341847994.7799 1.7778 0.0832 1.5941 0.5941 0.6010 -0.3809 -0.3752
1341847994.7904 1.7790 0.0800 1.5938 0.5949 0.6009 -0.3796 -0.3754
1341847994.8000 1.7800 0.0766 1.5933 0.5965 0.6006 -0.3779 -0.3752
1341847994.8099 1.7811 0.0734 1.5929 0.5980 0.6008 -0.3758 -0.3745
1341847994.8199 1.7821 0.0701 1.5924 0.5996 0.6011 -0.3735 -0.3737
1341847994.8301 1.7831 0.0668 1.5918 0.6008 0.6010 -0.3722 -0.3732
1341847994.8399 1.7840 0.0635 1.5914 0.6016 0.6012 -0.3712 -0.3727
1341847994.8499 1.7849 0.0602 1.5910 0.6023 0.6009 -0.3710 -0.3722
1341847994.8601 1.7858 0.0568 1.5907 0.6024 0.6006 -0.3715 -0.3720
1341847994.8699 1.7867 0.0534 1.5903 0.6033 0.6000 -0.3713 -0.3716
1341847994.8800 1.7876 0.0504 1.5900 0.6042 0.5997 -0.3709 -0.3712
1341847994.8899 1.7885 0.0471 1.5896 0.6048 0.5997 -0.3701 -0.3710
1341847994.9017 1.7893 0.0438 1.5891 0.6055 0.5992 -0.3699 -0.3709
1341847994.9100 1.7901 0.0408 1.5887 0.6057 0.5997 -0.3685 -0.3711
1341847994.9199 1.7908 0.0378 1.5882 0.6059 0.6000 -0.3671 -0.3717
1341847994.9300 1.7916 0.0347 1.5878 0.6063 0.6001 -0.3660 -0.3718
1341847994.9399 1.7922 0.0319 1.5874 0.6069 0.5998 -0.3647 -0.3727
1341847994.9500 1.7929 0.0289 1.5871 0.6081 0.5991 -0.3633 -0.3732
1341847994.9599 1.7934 0.0261 1.5869 0.6083 0.5985 -0.3633 -0.3738
1341847994.9699 1.7940 0.0233 1.5867 0.6089 0.5976 -0.3633 -0.3743
1341847994.9799 1.7945 0.0205 1.5864 0.6105 0.5970 -0.3618 -0.3740
1341847994.9899 1.7949 0.0178 1.5863 0.6111 0.5961 -0.3618 -0.3747
1341847994.9999 1.7955 0.0152 1.5862 0.6121 0.5952 -0.3615 -0.3746
1341847995.0099 1.7959 0.0125 1.5860 0.6127 0.5940 -0.3618 -0.3752
1341847995.0200 1.7963 0.0101 1.5858 0.6140 0.5933 -0.3606 -0.3756
1341847995.0299 1.7968 0.0075 1.5857 0.6152 0.5925 -0.3596 -0.3757
1341847995.0401 1.7972 0.0048 1.5856 0.6162 0.5917 -0.3592 -0.3757
1341847995.0500 1.7976 0.0023 1.5856 0.6167 0.5907 -0.3593 -0.3763
1341847995.0600 1.7981 -0.0002 1.5856 0.6174 0.5896 -0.3593 -0.3769
1341847995.0699 1.7984 -0.0030 1.5858 0.6183 0.5879 -0.3600 -0.3775
1341847995.0799 1.7987 -0.0055 1.5859 0.6187 0.5866 -0.3602 -0.3786
1341847995.0939 1.7992 -0.0077 1.5863 0.6196 0.5852 -0.3606 -0.3789
1341847995.1018 1.7995 -0.0104 1.5861 0.6200 0.5840 -0.3604 -0.3805
1341847995.1099 1.7997 -0.0129 1.5862 0.6202 0.5828 -0.3606 -0.3817
1341847995.1199 1.8001 -0.0152 1.5861 0.6208 0.5823 -0.3597 -0.3823
1341847995.1299 1.8003 -0.0178 1.5861 0.6216 0.5811 -0.3595 -0.3831
1341847995.1399 1.8008 -0.0204 1.5862 0.6223 0.5803 -0.3588 -0.3837
1341847995.1499 1.8011 -0.0227 1.5863 0.6225 0.5796 -0.3589 -0.3843
1341847995.1599 1.8017 -0.0252 1.5867 0.6236 0.5789 -0.3585 -0.3840
1341847995.1704 1.8019 -0.0277 1.5867 0.6231 0.5776 -0.3592 -0.3861
1341847995.1799 1.8024 -0.0302 1.5870 0.6234 0.5771 -0.3592 -0.3864
1341847995.1899 1.8029 -0.0328 1.5872 0.6239 0.5760 -0.3591 -0.3873
1341847995.1999 1.8032 -0.0353 1.5874 0.6243 0.5751 -0.3592 -0.3879
1341847995.2100 1.8035 -0.0379 1.5876 0.6248 0.5744 -0.3588 -0.3885
1341847995.2199 1.8037 -0.0402 1.5877 0.6249 0.5738 -0.3586 -0.3894
1341847995.2299 1.8041 -0.0428 1.5879 0.6253 0.5735 -0.3580 -0.3898
1341847995.2399 1.8041 -0.0450 1.5881 0.6250 0.5734 -0.3582 -0.3901
1341847995.2499 1.8045 -0.0474 1.5883 0.6253 0.5726 -0.3584 -0.3908
1341847995.2599 1.8052 -0.0502 1.5886 0.6268 0.5716 -0.3575 -0.3907
1341847995.2699 1.8052 -0.0528 1.5891 0.6272 0.5709 -0.3579 -0.3906
1341847995.2799 1.8053 -0.0552 1.5894 0.6275 0.5695 -0.3587 -0.3914
1341847995.2900 1.8052 -0.0576 1.5898 0.6270 0.5683 -0.3601 -0.3927
1341847995.3007 1.8055 -0.0601 1.5900 0.6271 0.5672 -0.3605 -0.3938
1341847995.3099 1.8055 -0.0625 1.5902 0.6275 0.5663 -0.3607 -0.3942
1341847995.3199 1.8060 -0.0653 1.5904 0.6296 0.5654 -0.3591 -0.3938
1341847995.3299 1.8059 -0.0677 1.5902 0.6290 0.5661 -0.3586 -0.3941
1341847995.3399 1.8059 -0.0703 1.5903 0.6295 0.5657 -0.3579 -0.3944
1341847995.3499 1.8059 -0.0729 1.5904 0.6301 0.5656 -0.3572 -0.3943
1341847995.3599 1.8059 -0.0756 1.5903 0.6300 0.5653 -0.3571 -0.3950
1341847995.3700 1.8060 -0.0784 1.5903 0.6300 0.5647 -0.3571 -0.3959
1341847995.3799 1.8059 -0.0812 1.5903 0.6301 0.5639 -0.3570 -0.3968
1341847995.3899 1.8058 -0.0837 1.5902 0.6298 0.5641 -0.3568 -0.3973
1341847995.4002 1.8057 -0.0869 1.5902 0.6296 0.5639 -0.3572 -0.3975
1341847995.4099 1.8060 -0.0896 1.5900 0.6307 0.5638 -0.3558 -0.3973
1341847995.4199 1.8059 -0.0923 1.5900 0.6310 0.5636 -0.3552 -0.3976
1341847995.4299 1.8057 -0.0952 1.5899 0.6310 0.5634 -0.3551 -0.3979
1341847995.4399 1.8057 -0.0980 1.5896 0.6313 0.5635 -0.3545 -0.3979
1341847995.4499 1.8056 -0.1009 1.5894 0.6316 0.5630 -0.3540 -0.3984
1341847995.4598 1.8055 -0.1038 1.5891 0.6318 0.5620 -0.3543 -0.3992
1341847995.4699 1.8056 -0.1065 1.5889 0.6326 0.5615 -0.3534 -0.3996
1341847995.4799 1.8055 -0.1094 1.5888 0.6326 0.5612 -0.3534 -0.4000
1341847995.4899 1.8054 -0.1124 1.5886 0.6326 0.5613 -0.3533 -0.4000
1341847995.5034 1.8052 -0.1150 1.5884 0.6321 0.5610 -0.3541 -0.4005
1341847995.5116 1.8050 -0.1180 1.5884 0.6322 0.5608 -0.3545 -0.4002
1341847995.5198 1.8048 -0.1209 1.5882 0.6322 0.5606 -0.3553 -0.3998
1341847995.5299 1.8047 -0.1236 1.5879 0.6329 0.5601 -0.3558 -0.3990
1341847995.5399 1.8042 -0.1263 1.5876 0.6337 0.5588 -0.3570 -0.3984
1341847995.5499 1.8039 -0.1291 1.5872 0.6349 0.5575 -0.3576 -0.3978
1341847995.5599 1.8033 -0.1319 1.5869 0.6361 0.5563 -0.3582 -0.3969
1341847995.5699 1.8028 -0.1346 1.5865 0.6368 0.5555 -0.3589 -0.3963
1341847995.5798 1.8024 -0.1374 1.5860 0.6382 0.5549 -0.3590 -0.3949
1341847995.5922 1.8019 -0.1400 1.5856 0.6386 0.5545 -0.3597 -0.3940
1341847995.6000 1.8015 -0.1428 1.5857 0.6420 0.5560 -0.3565 -0.3893
1341847995.6100 1.8008 -0.1455 1.5852 0.6432 0.5558 -0.3562 -0.3880
1341847995.6198 1.7999 -0.1481 1.5848 0.6439 0.5558 -0.3558 -0.3871
1341847995.6299 1.7993 -0.1507 1.5844 0.6446 0.5554 -0.3553 -0.3869
1341847995.6405 1.7989 -0.1532 1.5840 0.6460 0.5555 -0.3536 -0.3861
1341847995.6499 1.7978 -0.1558 1.5836 0.6462 0.5555 -0.3536 -0.3858
1341847995.6599 1.7970 -0.1582 1.5832 0.6469 0.5554 -0.3526 -0.3857
1341847995.6705 1.7962 -0.1603 1.5830 0.6473 0.5552 -0.3523 -0.3855
1341847995.6799 1.7953 -0.1626 1.5826 0.6487 0.5548 -0.3507 -0.3852
1341847995.6899 1.7945 -0.1649 1.5822 0.6494 0.5544 -0.3503 -0.3850
1341847995.7001 1.7937 -0.1670 1.5819 0.6505 0.5537 -0.3494 -0.3850
1341847995.7099 1.7930 -0.1693 1.5816 0.6515 0.5535 -0.3487 -0.3841
1341847995.7199 1.7923 -0.1714 1.5813 0.6519 0.5532 -0.3484 -0.3842
1341847995.7301 1.7918 -0.1737 1.5813 0.6524 0.5532 -0.3481 -0.3836
1341847995.7399 1.7910 -0.1758 1.5812 0.6520 0.5525 -0.3489 -0.3846
1341847995.7499 1.7905 -0.1780 1.5809 0.6524 0.5523 -0.3487 -0.3843
1341847995.7599 1.7900 -0.1801 1.5807 0.6529 0.5521 -0.3484 -0.3841
1341847995.7709 1.7896 -0.1821 1.5804 0.6538 0.5518 -0.3478 -0.3836
1341847995.7799 1.7892 -0.1843 1.5801 0.6544 0.5509 -0.3478 -0.3837
1341847995.7899 1.7888 -0.1864 1.5800 0.6549 0.5506 -0.3475 -0.3837
1341847995.7999 1.7886 -0.1884 1.5798 0.6554 0.5504 -0.3469 -0.3837
1341847995.8099 1.7883 -0.1903 1.5796 0.6555 0.5502 -0.3466 -0.3840
1341847995.8199 1.7880 -0.1924 1.5795 0.6554 0.5503 -0.3464 -0.3842
1341847995.8299 1.7878 -0.1944 1.5795 0.6553 0.5498 -0.3468 -0.3847
1341847995.8399 1.7878 -0.1964 1.5794 0.6557 0.5494 -0.3468 -0.3847
1341847995.8499 1.7873 -0.1982 1.5792 0.6542 0.5488 -0.3485 -0.3865
1341847995.8599 1.7871 -0.2002 1.5792 0.6542 0.5483 -0.3490 -0.3867
1341847995.8710 1.7871 -0.2021 1.5792 0.6547 0.5480 -0.3483 -0.3869
1341847995.8799 1.7868 -0.2036 1.5791 0.6546 0.5483 -0.3478 -0.3871
1341847995.8903 1.7867 -0.2054 1.5790 0.6549 0.5482 -0.3471 -0.3875
1341847995.9000 1.7866 -0.2071 1.5790 0.6553 0.5484 -0.3459 -0.3876
1341847995.9102 1.7865 -0.2087 1.5790 0.6557 0.5486 -0.3448 -0.3876
1341847995.9199 1.7866 -0.2103 1.5789 0.6565 0.5473 -0.3443 -0.3884
1341847995.9299 1.7864 -0.2116 1.5791 0.6566 0.5470 -0.3442 -0.3888
1341847995.9400 1.7863 -0.2131 1.5795 0.6575 0.5464 -0.3437 -0.3886
1341847995.9499 1.7862 -0.2147 1.5799 0.6581 0.5452 -0.3442 -0.3888
1341847995.9599 1.7860 -0.2161 1.5802 0.6582 0.5443 -0.3445 -0.3897
1341847995.9745 1.7860 -0.2174 1.5806 0.6589 0.5434 -0.3440 -0.3902
1341847995.9799 1.7860 -0.2186 1.5810 0.6597 0.5434 -0.3426 -0.3899
1341847995.9900 1.7859 -0.2198 1.5812 0.6599 0.5433 -0.3419 -0.3905
1341847995.9999 1.7858 -0.2210 1.5815 0.6604 0.5431 -0.3407 -0.3909
1341847996.0103 1.7857 -0.2223 1.5817 0.6602 0.5426 -0.3406 -0.3920
1341847996.0199 1.7858 -0.2236 1.5821 0.6609 0.5423 -0.3396 -0.3923
1341847996.0300 1.7858 -0.2248 1.5826 0.6612 0.5418 -0.3394 -0.3925
1341847996.0400 1.7858 -0.2260 1.5830 0.6614 0.5410 -0.3394 -0.3933
1341847996.0499 1.7859 -0.2271 1.5835 0.6618 0.5402 -0.3396 -0.3935
1341847996.0599 1.7860 -0.2284 1.5839 0.6622 0.5394 -0.3399 -0.3937
1341847996.0699 1.7860 -0.2297 1.5844 0.6623 0.5386 -0.3402 -0.3944
1341847996.0826 1.7860 -0.2309 1.5848 0.6624 0.5379 -0.3400 -0.3952
1341847996.0899 1.7862 -0.2321 1.5851 0.6624 0.5377 -0.3399 -0.3956
1341847996.0999 1.7863 -0.2333 1.5853 0.6624 0.5376 -0.3397 -0.3960
1341847996.1099 1.7865 -0.2345 1.5856 0.6625 0.5374 -0.3392 -0.3965
1341847996.1199 1.7866 -0.2357 1.5858 0.6632 0.5367 -0.3385 -0.3969
1341847996.1299 1.7867 -0.2368 1.5861 0.6635 0.5358 -0.3383 -0.3978
1341847996.1399 1.7868 -0.2379 1.5863 0.6640 0.5344 -0.3385 -0.3987
1341847996.1500 1.7869 -0.2390 1.5866 0.6645 0.5332 -0.3385 -0.3994
1341847996.1601 1.7870 -0.2401 1.5870 0.6648 0.5322 -0.3387 -0.4002
1341847996.1700 1.7872 -0.2414 1.5872 0.6647 0.5312 -0.3388 -0.4014
1341847996.1826 1.7873 -0.2427 1.5873 0.6643 0.5307 -0.3390 -0.4028
1341847996.1899 1.7874 -0.2439 1.5874 0.6640 0.5304 -0.3385 -0.4040
1341847996.1999 1.7875 -0.2451 1.5874 0.6639 0.5305 -0.3376 -0.4047
1341847996.2099 1.7877 -0.2463 1.5874 0.6643 0.5307 -0.3365 -0.4047
1341847996.2199 1.7878 -0.2475 1.5873 0.6645 0.5303 -0.3358 -0.4055
1341847996.2301 1.7880 -0.2487 1.5872 0.6651 0.5296 -0.3352 -0.4060
1341847996.2399 1.7880 -0.2498 1.5870 0.6659 0.5286 -0.3349 -0.4062
1341847996.2499 1.7882 -0.2510 1.5869 0.6663 0.5280 -0.3348 -0.4063
1341847996.2599 1.7884 -0.2522 1.5870 0.6672 0.5272 -0.3345 -0.4062
1341847996.2706 1.7885 -0.2534 1.5869 0.6678 0.5265 -0.3346 -0.4061
1341847996.2799 1.7887 -0.2547 1.5869 0.6680 0.5260 -0.3346 -0.4063
1341847996.2904 1.7889 -0.2561 1.5869 0.6683 0.5258 -0.3344 -0.4063
1341847996.2999 1.7891 -0.2573 1.5869 0.6686 0.5252 -0.3345 -0.4064
1341847996.3131 1.7893 -0.2588 1.5869 0.6693 0.5244 -0.3343 -0.4064
1341847996.3199 1.7895 -0.2602 1.5868 0.6697 0.5237 -0.3344 -0.4067
1341847996.3299 1.7897 -0.2616 1.5866 0.6702 0.5236 -0.3334 -0.4068
1341847996.3403 1.7899 -0.2629 1.5866 0.6706 0.5231 -0.3328 -0.4073
1341847996.3499 1.7903 -0.2642 1.5865 0.6711 0.5228 -0.3321 -0.4075
1341847996.3599 1.7906 -0.2656 1.5866 0.6716 0.5222 -0.3316 -0.4077
1341847996.3701 1.7909 -0.2668 1.5866 0.6725 0.5210 -0.3309 -0.4084
1341847996.3800 1.7912 -0.2683 1.5866 0.6729 0.5201 -0.3309 -0.4088
1341847996.3899 1.7916 -0.2700 1.5867 0.6735 0.5199 -0.3303 -0.4085
1341847996.3999 1.7919 -0.2712 1.5868 0.6740 0.5184 -0.3306 -0.4095
1341847996.4101 1.7923 -0.2727 1.5869 0.6747 0.5173 -0.3307 -0.4097
1341847996.4199 1.7927 -0.2743 1.5870 0.6753 0.5161 -0.3309 -0.4100
1341847996.4299 1.7929 -0.2756 1.5870 0.6757 0.5151 -0.3306 -0.4108
1341847996.4403 1.7933 -0.2773 1.5871 0.6765 0.5146 -0.3298 -0.4109
1341847996.4499 1.7937 -0.2789 1.5871 0.6769 0.5145 -0.3293 -0.4107
1341847996.4599 1.7940 -0.2806 1.5871 0.6776 0.5139 -0.3286 -0.4109
1341847996.4699 1.7944 -0.2823 1.5871 0.6781 0.5132 -0.3283 -0.4110
1341847996.4799 1.7948 -0.2842 1.5872 0.6782 0.5124 -0.3288 -0.4116
1341847996.4899 1.7951 -0.2860 1.5874 0.6786 0.5111 -0.3294 -0.4120
1341847996.5000 1.7955 -0.2879 1.5874 0.6789 0.5098 -0.3302 -0.4126
1341847996.5100 1.7958 -0.2899 1.5875 0.6792 0.5086 -0.3309 -0.4129
1341847996.5199 1.7962 -0.2919 1.5875 0.6793 0.5080 -0.3312 -0.4133
1341847996.5299 1.7965 -0.2941 1.5873 0.6797 0.5072 -0.3311 -0.4137
1341847996.5399 1.7968 -0.2962 1.5871 0.6798 0.5069 -0.3307 -0.4142
1341847996.5499 1.7973 -0.2982 1.5867 0.6804 0.5068 -0.3297 -0.4141
1341847996.5599 1.7977 -0.3005 1.5864 0.6806 0.5071 -0.3288 -0.4140
1341847996.5700 1.7980 -0.3025 1.5859 0.6813 0.5067 -0.3282 -0.4139
1341847996.5799 1.7985 -0.3048 1.5855 0.6819 0.5066 -0.3276 -0.4136
1341847996.5899 1.7990 -0.3070 1.5852 0.6824 0.5063 -0.3274 -0.4134
1341847996.5999 1.7992 -0.3093 1.5847 0.6825 0.5052 -0.3281 -0.4140
1341847996.6099 1.7995 -0.3115 1.5841 0.6826 0.5044 -0.3284 -0.4145
1341847996.6199 1.8000 -0.3138 1.5836 0.6828 0.5040 -0.3283 -0.4148
1341847996.6299 1.8004 -0.3160 1.5829 0.6832 0.5037 -0.3278 -0.4148
1341847996.6399 1.8008 -0.3185 1.5820 0.6841 0.5041 -0.3263 -0.4140
1341847996.6500 1.8010 -0.3208 1.5812 0.6848 0.5041 -0.3251 -0.4138
1341847996.6599 1.8014 -0.3230 1.5804 0.6856 0.5049 -0.3238 -0.4126
1341847996.6699 1.8017 -0.3255 1.5796 0.6861 0.5051 -0.3230 -0.4121
1341847996.6800 1.8018 -0.3277 1.5788 0.6869 0.5044 -0.3226 -0.4120
1341847996.6899 1.8018 -0.3298 1.5780 0.6873 0.5032 -0.3223 -0.4129
1341847996.7021 1.8021 -0.3320 1.5774 0.6881 0.5024 -0.3214 -0.4132
1341847996.7100 1.8022 -0.3341 1.5768 0.6889 0.5012 -0.3205 -0.4141
1341847996.7206 1.8023 -0.3364 1.5760 0.6896 0.5007 -0.3184 -0.4153
1341847996.7305 1.8026 -0.3383 1.5752 0.6900 0.5010 -0.3161 -0.4158
1341847996.7400 1.8027 -0.3407 1.5745 0.6906 0.5012 -0.3137 -0.4166
1341847996.7499 1.8029 -0.3430 1.5738 0.6910 0.5018 -0.3115 -0.4168
1341847996.7599 1.8032 -0.3450 1.5732 0.6913 0.5017 -0.3102 -0.4174
1341847996.7699 1.8035 -0.3475 1.5727 0.6920 0.5010 -0.3094 -0.4176
1341847996.7800 1.8040 -0.3500 1.5723 0.6930 0.4999 -0.3089 -0.4176
1341847996.7899 1.8044 -0.3523 1.5720 0.6936 0.4989 -0.3089 -0.4178
1341847996.7999 1.8049 -0.3547 1.5717 0.6943 0.4979 -0.3088 -0.4178
1341847996.8105 1.8055 -0.3574 1.5714 0.6953 0.4969 -0.3082 -0.4179
1341847996.8199 1.8061 -0.3600 1.5711 0.6958 0.4963 -0.3080 -0.4180
1341847996.8300 1.8065 -0.3626 1.5708 0.6962 0.4956 -0.3076 -0.4185
1341847996.8399 1.8071 -0.3655 1.5706 0.6968 0.4948 -0.3069 -0.4189
1341847996.8499 1.8079 -0.3683 1.5703 0.6972 0.4949 -0.3063 -0.4185
1341847996.8599 1.8086 -0.3712 1.5701 0.6979 0.4947 -0.3061 -0.4178
1341847996.8699 1.8092 -0.3743 1.5701 0.6981 0.4942 -0.3065 -0.4178
1341847996.8800 1.8100 -0.3774 1.5700 0.6987 0.4937 -0.3063 -0.4175
1341847996.8900 1.8108 -0.3803 1.5699 0.6988 0.4930 -0.3069 -0.4178
1341847996.8999 1.8115 -0.3837 1.5700 0.6989 0.4919 -0.3079 -0.4181
1341847996.9099 1.8123 -0.3868 1.5700 0.6993 0.4912 -0.3082 -0.4180
1341847996.9199 1.8129 -0.3901 1.5699 0.6996 0.4906 -0.3086 -0.4179
1341847996.9299 1.8138 -0.3934 1.5699 0.7000 0.4900 -0.3089 -0.4177
1341847996.9399 1.8146 -0.3966 1.5700 0.7003 0.4897 -0.3093 -0.4173
1341847996.9502 1.8154 -0.4001 1.5700 0.7007 0.4891 -0.3094 -0.4172
1341847996.9599 1.8163 -0.4033 1.5701 0.7008 0.4885 -0.3099 -0.4173
1341847996.9700 1.8169 -0.4067 1.5702 0.7005 0.4879 -0.3110 -0.4177
1341847996.9801 1.8176 -0.4102 1.5702 0.7004 0.4871 -0.3114 -0.4186
1341847996.9899 1.8182 -0.4136 1.5703 0.7004 0.4862 -0.3121 -0.4190
1341847996.9999 1.8192 -0.4171 1.5703 0.7005 0.4862 -0.3114 -0.4194
1341847997.0100 1.8199 -0.4206 1.5702 0.7005 0.4861 -0.3120 -0.4192
1341847997.0199 1.8205 -0.4242 1.5702 0.7006 0.4860 -0.3116 -0.4194
1341847997.0303 1.8211 -0.4276 1.5701 0.7006 0.4858 -0.3116 -0.4196
1341847997.0399 1.8219 -0.4311 1.5701 0.7013 0.4855 -0.3110 -0.4192
1341847997.0499 1.8225 -0.4347 1.5701 0.7011 0.4854 -0.3116 -0.4192
1341847997.0599 1.8231 -0.4382 1.5701 0.7009 0.4848 -0.3123 -0.4197
1341847997.0699 1.8236 -0.4419 1.5700 0.7007 0.4843 -0.3129 -0.4202
1341847997.0799 1.8242 -0.4455 1.5699 0.7007 0.4844 -0.3128 -0.4203
1341847997.0900 1.8249 -0.4492 1.5698 0.7006 0.4845 -0.3128 -0.4203
1341847997.1000 1.8253 -0.4527 1.5696 0.7002 0.4846 -0.3128 -0.4208
1341847997.1099 1.8258 -0.4565 1.5693 0.7000 0.4846 -0.3126 -0.4212
1341847997.1205 1.8264 -0.4600 1.5692 0.6999 0.4850 -0.3120 -0.4215
1341847997.1299 1.8268 -0.4636 1.5689 0.6997 0.4850 -0.3118 -0.4219
1341847997.1401 1.8272 -0.4673 1.5687 0.6992 0.4854 -0.3119 -0.4222
1341847997.1502 1.8277 -0.4709 1.5684 0.6990 0.4852 -0.3117 -0.4228
1341847997.1599 1.8282 -0.4747 1.5683 0.6985 0.4858 -0.3119 -0.4228
1341847997.1699 1.8285 -0.4781 1.5681 0.6982 0.4857 -0.3123 -0.4233
1341847997.1799 1.8287 -0.4819 1.5679 0.6974 0.4861 -0.3127 -0.4238
1341847997.1903 1.8291 -0.4850 1.5676 0.6972 0.4861 -0.3124 -0.4243
1341847997.2000 1.8294 -0.4887 1.5673 0.6970 0.4864 -0.3124 -0.4244
1341847997.2099 1.8297 -0.4919 1.5670 0.6970 0.4867 -0.3120 -0.4243
1341847997.2199 1.8300 -0.4955 1.5667 0.6973 0.4869 -0.3111 -0.4241
1341847997.2299 1.8301 -0.4986 1.5666 0.6971 0.4872 -0.3110 -0.4241
1341847997.2399 1.8303 -0.5019 1.5663 0.6972 0.4870 -0.3109 -0.4244
1341847997.2499 1.8304 -0.5050 1.5662 0.6974 0.4871 -0.3104 -0.4243
1341847997.2599 1.8306 -0.5080 1.5660 0.6979 0.4869 -0.3099 -0.4241
1341847997.2699 1.8307 -0.5112 1.5660 0.6982 0.4873 -0.3095 -0.4233
1341847997.2799 1.8306 -0.5141 1.5660 0.6980 0.4873 -0.3095 -0.4237
1341847997.2899 1.8306 -0.5171 1.5660 0.6986 0.4872 -0.3091 -0.4232
1341847997.3026 1.8305 -0.5201 1.5660 0.6985 0.4873 -0.3088 -0.4234
1341847997.3099 1.8303 -0.5229 1.5661 0.6987 0.4871 -0.3085 -0.4235
1341847997.3200 1.8301 -0.5259 1.5662 0.6992 0.4866 -0.3079 -0.4238
1341847997.3299 1.8301 -0.5287 1.5664 0.6995 0.4864 -0.3076 -0.4237
1341847997.3401 1.8298 -0.5315 1.5667 0.6995 0.4855 -0.3075 -0.4248
1341847997.3546 1.8297 -0.5343 1.5670 0.6998 0.4849 -0.3070 -0.4253
1341847997.3599 1.8294 -0.5370 1.5675 0.6995 0.4845 -0.3070 -0.4263
1341847997.3699 1.8290 -0.5396 1.5678 0.6996 0.4836 -0.3067 -0.4274
1341847997.3805 1.8289 -0.5426 1.5683 0.7003 0.4835 -0.3055 -0.4272
1341847997.3899 1.8286 -0.5453 1.5687 0.7004 0.4829 -0.3052 -0.4279
1341847997.3999 1.8282 -0.5479 1.5691 0.7009 0.4824 -0.3045 -0.4282
1341847997.4100 1.8279 -0.5507 1.5697 0.7010 0.4821 -0.3044 -0.4285
1341847997.4199 1.8275 -0.5534 1.5702 0.7010 0.4815 -0.3043 -0.4293
1341847997.4299 1.8270 -0.5561 1.5709 0.7006 0.4807 -0.3047 -0.4304
1341847997.4399 1.8266 -0.5588 1.5715 0.7008 0.4798 -0.3050 -0.4309
1341847997.4499 1.8262 -0.5615 1.5721 0.7007 0.4789 -0.3051 -0.4319
1341847997.4599 1.8256 -0.5643 1.5727 0.7007 0.4778 -0.3054 -0.4329
1341847997.4699 1.8249 -0.5668 1.5731 0.7008 0.4768 -0.3050 -0.4341
1341847997.4800 1.8242 -0.5695 1.5735 0.7015 0.4758 -0.3037 -0.4350
1341847997.4899 1.8235 -0.5723 1.5740 0.7019 0.4753 -0.3031 -0.4353
1341847997.4999 1.8228 -0.5749 1.5744 0.7022 0.4751 -0.3020 -0.4359
1341847997.5100 1.8220 -0.5777 1.5750 0.7029 0.4746 -0.3011 -0.4359
1341847997.5199 1.8211 -0.5806 1.5753 0.7029 0.4739 -0.3010 -0.4367
1341847997.5299 1.8203 -0.5833 1.5758 0.7032 0.4735 -0.3005 -0.4371
1341847997.5399 1.8193 -0.5862 1.5763 0.7032 0.4733 -0.3002 -0.4374
1341847997.5499 1.8183 -0.5889 1.5768 0.7030 0.4725 -0.3001 -0.4387
1341847997.5599 1.8173 -0.5919 1.5772 0.7032 0.4721 -0.2999 -0.4390
1341847997.5700 1.8163 -0.5948 1.5777 0.7032 0.4714 -0.2995 -0.4399
1341847997.5800 1.8151 -0.5976 1.5781 0.7033 0.4707 -0.2988 -0.4411
1341847997.5900 1.8140 -0.6008 1.5785 0.7034 0.4703 -0.2983 -0.4416
1341847997.5999 1.8128 -0.6036 1.5789 0.7035 0.4697 -0.2974 -0.4428
1341847997.6099 1.8117 -0.6066 1.5793 0.7035 0.4696 -0.2962 -0.4436
1341847997.6199 1.8104 -0.6096 1.5797 0.7040 0.4693 -0.2946 -0.4441
1341847997.6299 1.8092 -0.6128 1.5802 0.7044 0.4686 -0.2939 -0.4448
1341847997.6399 1.8080 -0.6159 1.5806 0.7035 0.4679 -0.2945 -0.4465
1341847997.6499 1.8066 -0.6191 1.5811 0.7039 0.4674 -0.2940 -0.4467
1341847997.6599 1.8052 -0.6225 1.5816 0.7033 0.4672 -0.2945 -0.4475
1341847997.6702 1.8040 -0.6259 1.5820 0.7037 0.4669 -0.2946 -0.4473
